72 16 Sept.,1972,9,16
01/28/14,2014,1,28
4.06,00,4,06
11-24-33,1933,11,24
10/22,00,10,22
9-2-1988,1988,9,2
10/19/8,00,10,8
10.9,00,10,9
10 26 1,00,10,1
04-14,00,04,14
July 1973,1973,7,00
1943.2,1943,2,00
6 2,00,6,2
12.28.1996?,1996,12,28
1957 4 24,1957,4,24
1962-12-7,1962,12,7
77-17-07,1977,7,17
1965/30/08,1965,8,30
1950 13 Jun,1950,6,13
44.10,1944,10,00
32.18.12,1932,12,18
10.10,00,10,10
06.26.03,2003,6,26
   apr. 11,00,4,11
Sept. 15,00,9,15
4 14,00,4,14
2-06,00,2,06
6.3.45,1945,6,3
Jun  23 1966,1966,6,23
98/7,1998,7,00
1940-3,1940,3,00
59-2,1959,2,00
07.02,00,07,02
1926 10 11,1926,10,11
1 31 1948,1948,1,31
december 99,1999,12,00
1911-2-18,1911,2,18
8/85,1985,8,00
1946,1946,00,00
59 October 23,1959,10,23
4/32,1932,4,00
1957,1957,00,00
04/30/1994,1994,4,30
74 ene 21,1974,1,21
1996?/4/26,1996,4,26
195,1900,1,1
10/9,00,10,9
7.8.02,2002,7,8
4.03,00,4,03
51-04-15,1951,4,15
1908,2008,00,00
march 4 20,1920,3,4
53 10 06,1953,10,6
04.1,00,04,1
24 19 DÉCEMBRE,1919,12,24
12/16,00,12,16
1946,1946,00,00
43 28 7,1943,7,28
90 11,1990,11,00
1973.5,1973,5,00
80 10 Aug.,1980,8,10
75 06 15,1975,6,15
1920,1920,00,00
12-2007,2007,12,00
04/15,00,04,15
40 oct 24,1940,10,24
1954-12,1954,12,00
61.8,1961,8,00
51/04,1951,04,00
84/6,1984,6,00
1989.07.12,1989,7,12
Feb 09,00,2,09
1923,1923,00,00
1951,1951,00,00
72 may 20,1972,5,20
12.1963,1963,12,00
3/12,00,3,12
FEBUARY         05 1947,1947,2,05
18-6-15,2015,6,18
1923,1923,00,00
33 26 05,1933,5,26
1950,1950,00,00
7 6,00,7,6
1/28,00,1,28
03.30.1967,1967,3,30
7DÉCEMBRE28,1928,12,7
72 06,1972,06,00
02 11,00,02,11
1918DÉCEMBRE,00,6,00
14 3 18,2018,3,14
11 1950,1950,11,00
6-53,1953,6,00
1.06,00,1,06
MAR 1907,1907,3,00
17.23.01,1923,1,17
MAI53,00,5,00
2013.10.11,2013,10,11
68.05,1968,05,00
december 1916,1916,12,00
3.15.94,1994,3,15
1971 Julliet,1971,7,00
15.22.2,1922,2,15
25 29 09,1929,9,25
October 3,00,10,3
59 september 06,1959,9,6
02.05,00,02,05
61 06,1961,06,00
04 76,1976,04,00
86-4-21,1986,4,21
Jun  21,00,6,21
January 08 76,1976,1,8
93 13 07,1993,7,13
1922 1 14,1922,1,14
65 Mars 8,1965,3,8
05.29.13,2013,5,29
1983,1983,00,00
2 Jun,00,6,00
58/12/19,1958,12,19
1946,1946,00,00
05 13,00,05,13
june 6,00,6,6
1962 12,1962,12,00
10 19 36,1936,10,19
1991,1991,00,00
1998,1998,00,00
199/17/07,1999,17,07
96 8 12,1996,8,12
4-06,00,4,06
MAR 30 15,2015,3,30
90-3-03,1990,3,3
02 24,00,02,24
5 21 27,1927,5,21
7/49,1949,7,00
05 07,00,05,07
08 02 46,1946,8,2
1952,1952,00,00
8-16-55,1955,8,16
31 04 september,00,9,00
12-26,00,12,26
1985-3,1985,3,00
ene 31,00,1,00
52/07/31,1952,7,31
12.1996?,1996,12,00
1997,1997,00,00
32/08/6,1932,8,6
10 1 1,00,10,1
12/20,00,12,20
1936 04 29,1936,4,29
Feb 23 1,00,2,1
10-21,00,10,21
ene 08,00,1,08
Dec 58,1958,12,00
1945/12,1945,12,00
1937,1937,00,00
1999.10,1999,10,00
1985,1985,00,00
1913MAR,00,3,00
36/3/15,1936,3,15
83/27/07,1983,7,27
90 5,1990,5,00
12 1943,1943,12,00
5 31,00,5,00
39.05.24,1939,5,24
1943,1943,00,00
Dec 24 19,1919,12,24
10.2013,2013,10,00
1974,1974,00,00
11/23,00,11,23
2 21,00,2,21
1.18,00,1,18
09-31,00,09,00
1901,2001,00,00
01 7 1929,1929,1,7
1955.21.8,1955,8,21
6/17,00,6,17
1961/10/10,1961,10,10
04-1998,1998,04,00
95MAR,00,3,00
10.23,00,10,23
2014 01 7,2014,1,7
1983,1983,00,00
1908,2008,00,00
1948 8 23,1948,8,23
1932 29 NOVEMBER,1932,11,29
06-13,00,06,13
07 24,00,07,24
17 MAR,00,3,00
1971 08 7,1971,8,7
1911,2011,00,00
48/9/3,1948,9,3
69.11,1969,11,00
1983.2.18,1983,2,18
67-9-7,1967,9,7
march 42,1942,3,00
2015.7.05,2015,7,5
FEBRUARY 84,1984,2,00
01.24.1960,1960,1,24
4/11,00,4,11
Dec 1948,1948,12,00
6/03/20,1920,6,3
8.05,00,8,05
1913,2013,00,00
5/18/11,2011,5,18
10-25,00,10,25
1.11,00,1,11
FEBUARY         6,00,2,6
98-1,1998,1,00
96-5,1996,5,00
2011/7/06,2011,7,6
1928 20 October,1928,10,20
Julliet 12,00,7,12
1978,1978,00,00
1975-7-06,1975,7,6
12.38,1938,12,00
1-12-1998,1998,1,12
31.01.9,00,01,9
October 43,1943,10,00
Jun  22 47,1947,6,22
84FEBRUARY2,1984,2,2
05 30 2010,2010,5,30
2009.6.1,2009,6,1
22 04 07,2007,4,22
84-02-25,1984,2,25
83/3,1983,3,00
12 MAY,00,5,00
dic90,00,12,00
AUGUST77,00,8,00
46 12 12,1946,12,12
1941,1941,00,00
32 07,1932,07,00
03-24-84,1984,3,24
98-6-20,1998,6,20
ene 17,00,1,17
2 36,1936,2,00
10.12.95,1995,10,12
4-21-1983,1983,4,21
32.4.04,1932,4,4
1977,1977,00,00
1968,1968,00,00
1925,1925,00,00
1953 03 18,1953,3,18
67-1,1967,1,00
9/10/1922,1922,9,10
05.28.83,1983,5,28
90.06,1990,06,00
01/10,00,01,10
12 6,00,12,6
7-20,00,7,20
1916/2/9,1916,2,9
95 11,1995,11,00
98-10,1998,10,00
FEBUARY         29 26,00,2,26
04 1958,1958,04,00
1928/23/5,1928,5,23
1947/07/06,1947,7,6
22 October,00,10,00
6-17,00,6,17
1982.12.5,1982,12,5
5-01-9,00,5,9
03 08 march,00,3,08
April 08,00,4,08
08.30,00,08,30
september 4 1906,1906,9,4
26-1-28,1928,1,26
09-14,00,09,14
1-05-26,1926,1,5
29 31 9,1931,9,29
1933 27 Jun,1933,6,27
2004/7,2004,7,00
92 08 Dec,1992,12,8
05.1966,1966,05,00
2008,2000,2,8
1976 2 29,1976,2,29
1938-11-17,1938,11,17
2 96,1996,2,00
25 22 AUGUST,1922,8,25
06.29,00,06,29
73 3 Aug.,1973,8,3
26 19 MAY,1919,5,26
8-13-39,1939,8,13
9 1918,1918,9,00
4.20,00,4,20
46January29,1946,1,29
4-24-2,00,4,2
Aug. 27,00,8,27
1967,1967,00,00
2 15,00,2,15
16/2/31,1931,2,16
NOVEMBER 28 2000,2000,11,28
1959,1959,00,00
1.22,00,1,22
9 Jan. 20,1920,00,00
62/4,1962,4,00
02 8a,2010,9,12
1956,1956,00,00
6 16 11,2011,6,16
95 12 12,1995,12,12
6.2010,2010,6,00
36-6,1936,6,00
03 30,00,03,30
1933,1933,00,00
1927DÉCEMBRE04,1927,12,4
4.50,1950,4,00
1918 1,1918,1,00
1924-6-25,1924,6,25
07.9999,9899,07,00
1935,1935,00,00
11 16,00,11,16
Sept. 1930,1930,9,00
October 91,1991,10,00
36/02,1936,02,00
53 23 march,1953,3,23
78.02,1978,02,00
Julliet 25 2015,2015,7,25
1996?.04,1996,04,00
10 98,1998,10,00
27 8 AUGUST,00,8,8
99/7/10,1999,7,10
DÉCEMBRE 15,00,15,00
28.01.04,2004,1,28
1912.5.28,1912,5,28
1930-4-3,1930,4,3
03/2005,2005,03,00
04-08,00,04,08
Août 58,1958,00,00
03.28.67,1967,3,28
1983,1983,00,00
34 4 march,1934,3,4
02.1991,1991,02,00
October 20,00,10,20
9 57,1957,9,00
1919,2019,00,00
42/8,1942,8,00
22/30/6,1930,6,22
70-10-30,1970,10,30
49-7-14,1949,7,14
1920 1 16,1920,1,16
65-06,1965,06,00
1921,1921,00,00
09 59,1959,09,00
90-25-09,1990,9,25
3/1,00,3,1
66 12,1966,12,00
ene 1o 1963,1963,1,00
1928,1928,00,00
1931-21-07,1931,7,21
17.23.6,1923,6,17
FEBRUARY 24 92,1992,2,24
ene 31 72,1972,1,31
Sept. 6 1949,1949,9,6
1982,1982,00,00
06.7,00,06,7
1940,1940,00,00
Feb 52,1952,2,00
FEBRUARY 27 47,1947,2,27
march 13,00,3,13
03/20/37,1937,3,20
84 23    apr.,1984,4,23
45 dic 27,1945,12,27
73 dic 17,1973,12,17
1954,1954,00,00
0 22 ene,00,1,22
62 5,1962,5,00
10/05,00,10,05
9.10,00,9,10
96-11-07,1996,11,7
1964oct8,1964,10,8
1906 march 22,1906,3,22
58 January 11,1958,1,11
1972FEBRUARY,00,2,00
56 14 October,1956,10,14
55-24-1,1955,1,24
1930,1930,00,00
10.26.91,1991,10,26
1944,1944,00,00
12/8,00,12,8
Sep 26 88,1988,9,26
08.24,00,08,24
1.26,00,1,26
Sept. 89,1989,9,00
21/29/05,1929,5,21
MAY 27 57,1957,5,27
October 04 42,1942,10,4
june 25,00,6,25
1987/28/1,1987,1,28
1925/20/9,1925,9,20
1959,1959,00,00
25-05-20,1920,5,25
03 03,00,03,03
81 10 4,1981,10,4
03/43,1943,03,00
10.03,00,10,03
1.23.1963,1963,1,23
1985,1985,00,00
86 MAI,1986,5,00
31-12,00,12,00
32 march,1932,3,00
01 8,00,01,8
1967.8a.11,2010,9,12
1997/29/2,1997,29,2
01.99,1999,01,00
Jun  04,00,6,04
1902,2002,00,00
03.15,00,03,15
35 03,1935,03,00
95 04 08,1995,4,8
1990 ene,1990,1,00
1969,1969,00,00
1951 6 23,1951,6,23
oct 22,00,10,22
12/28/1955,1955,12,28
11.5,00,11,5
1915,2015,00,00
April 1988,1988,4,00
10 8a Nov.,00,11,00
49 15 4,1949,4,15
march 26 74,1974,3,26
40 09,1940,09,00
59 Sep 23,1959,9,23
08/22,00,08,22
0/04,00,0,04
04-1910,1910,04,00
71.10.12,1971,10,12
14-2-6,00,14,6
5.12.76,1976,5,12
2014 24 8,2014,8,24
02 13,00,02,13
Jun  23,00,6,23
94.4,1994,4,00
02-10,00,02,10
01.9.11,2011,00,00
Sept. 10 1953,1953,9,10
July 84,1984,7,00
06-22-1912,1912,6,22
Aug. 54,1954,8,00
1993,1993,00,00
1931-10-02,1931,10,2
1957 07 7,1957,7,7
2014,1920,1,4
October 18,00,10,18
FEBRUARY 2 90,1990,2,2
7-19-11,2011,7,19
5-38,1938,5,00
9/10/2000,2000,9,10
1929,1929,00,00
1912,2012,00,00
Août 12,00,12,00
90 12 11,1990,12,11
6-2-2,00,6,2
2 3,00,2,3
1946 20 Sep,1946,9,20
20.03.03,2003,3,20
64 09 05,1964,9,5
03/22,00,03,22
11/06/1984,1984,11,6
1907.7.22,1907,7,22
09/10,00,09,10
July 18,00,7,18
October 1968,1968,10,00
6 28 47,1947,6,28
10.31.29,1929,10,31
12-60,1960,12,00
91 20 03,1991,3,20
09-30,00,09,30
09-25,00,09,25
1960 03 16,1960,3,16
12/24/1971,1971,12,24
1981,1981,00,00
5 3,00,5,3
Aug. 22 1952,1952,8,22
1928/2/20,1928,2,20
1944 2 11,1944,2,11
1914 03 DÉCEMBRE,1914,12,3
48-06,1948,06,00
03-11,00,03,11
2012,1920,1,2
61/3/18,1961,3,18
1987/5,1987,5,00
Nov.            01,00,11,01
Jun  11 33,1933,6,11
09-14,00,09,14
1909-1-12,1909,1,12
MAI 38,1938,5,00
11/32,1932,11,00
2 1934,1934,2,00
1978 Mars 23,1978,3,23
1915 5,1915,5,00
34 26 march,1934,3,26
80.5.05,1980,5,5
April 25,00,4,25
78 January 21,1978,1,21
02-6,00,02,6
66.26.05,1966,5,26
1908-4-06,1908,4,6
1972/12/11,1972,12,11
3/15,00,3,15
dic 10 1938,1938,12,10
37 12 31,1937,12,31
09.89,1989,09,00
6/24/95,1995,6,24
40.01,1940,01,00
1904 Dec 18,1904,12,18
03/2/1951,1951,3,2
66.04.11,1966,4,11
05.19,00,05,19
1941,1941,00,00
09-46,1946,09,00
1934,1934,00,00
1966,1966,00,00
19-4,00,19,4
june 27 72,1972,6,27
11-06,00,11,06
74 January 3,1974,1,3
02.30.63,1963,02,30
09.21.2004,2004,9,21
06 23,00,06,23
1968,1968,00,00
12-3,00,12,3
Feb 05,00,2,05
1911,2011,00,00
09.07,00,09,07
2010 3,2010,3,00
1921,1921,00,00
10.41,1941,10,00
6 1933,1933,6,00
8/1o/18,2018,8,1
11-26-25,1925,11,26
08-07,00,08,07
10/8,00,10,8
02.1920,1920,02,00
07 23,00,07,23
65 9 10,1965,9,10
4.1914,1914,4,00
05.31.1959,1959,5,31
69Julliet30,00,7,00
10-48,1948,10,00
66.31.5,1966,5,31
1 3 2,00,1,2
07 25,00,07,25
02/1942,1942,02,00
08.16,00,08,16
10 21 199,1999,10,21
16/1,00,16,1
April 22 1926,1926,4,22
june 89,1989,6,00
1964,1964,00,00
1977ene,00,1,00
1995,1995,00,00
25 4,00,25,4
1/25/1948,1948,1,25
10.8a,2010,9,12
5-7-94,1994,5,7
1951.12,1951,12,00
52Sep,00,9,00
34.04.6,1934,4,6
1945-06,1945,06,00
July 6,00,7,6
15 Dec,00,12,00
70 14 3,1970,3,14
26-10,00,26,10
ene 36,1936,1,00
75.5.07,1975,5,7
12-5-1946,1946,12,5
1997,1997,00,00
32-06,1932,06,00
1922.05.07,1922,5,7
04/17,00,04,17
55-03,1955,03,00
1949/14/04,1949,4,14
10/11,00,10,11
1952,1952,00,00
12.31,00,12,00
21.23.10,1923,10,21
January 1982,1982,1,00
Jul 16,00,7,16
Feb 07,00,2,07
1967,1967,00,00
1907/1,1907,1,00
85 oct 23,1985,10,23
05.1o.88,1988,5,1
31 25 October,1925,10,31
72.5,1972,5,00
23 26 ene,1926,1,23
1937,1937,00,00
40 ene 01,1940,1,1
09 DÉCEMBRE 9,00,09,9
1972,1972,00,00
NOVEMBER 27,00,11,27
15 25 ene,1925,1,15
5 10 84,1984,5,10
1990,1990,00,00
05.9,00,05,9
1916,2016,00,00
1900-8-8,1900,8,8
1949.23.2,1949,2,23
1958,1958,00,00
1943 31 April,1943,4,00
1913 06 11,1913,6,11
12 4 9,00,12,9
1939,1939,00,00
06/14,00,06,14
06-08-12,2012,6,8
10 2,00,10,2
06.3,00,06,3
04-1-45,1945,4,1
62-4-12,1962,4,12
Mars 93,1993,3,00
8 05 45,1945,8,5
04.16,00,04,16
06/29,00,06,29
1982 ene,1982,1,00
1967,1967,00,00
1987 09 20,1987,9,20
37 09 Sept.,1937,9,9
1955-1-11,1955,1,11
9/56,1956,9,00
53 08 13,1953,8,13
October 5,00,10,5
96 3,1996,3,00
54june,00,6,00
66.8,1966,8,00
5 76,1976,5,00
1947,1947,00,00
October 30 61,1961,10,30
1947,1947,00,00
01 99,1999,01,00
86 Jul,1986,7,00
13 7 8a,2010,9,12
64/12/4,1964,12,4
3-19,00,3,19
68 03 3,1968,3,3
december 25 81,1981,12,25
1936 june,1936,6,00
march 30 1982,1982,3,30
72July22,1972,7,22
01.10.1903,1903,1,10
1910,2010,00,00
40.2.1,1940,2,1
march 14,00,3,14
80/11/6,1980,11,6
FEBUARY         26 25,00,2,25
1959,1959,00,00
11/21,00,11,21
8-19,00,8,19
91 Feb,1991,2,00
72 22 06,1972,6,22
1950January,00,1,00
06.99,1999,06,00
Nov.            28,00,11,28
1942,1942,00,00
21/11/01,2001,11,21
1975/18/6,1975,6,18
1902.02.11,1902,2,11
46 13 may,1946,5,13
07 50,1950,07,00
32.12.20,1932,12,20
1964 21 12,1964,12,21
10.16,00,10,16
FEBUARY         79,1979,2,00
02 1996,1996,02,00
69MAR25,1969,3,25
07/19/98,1998,7,19
03/24,00,03,24
71-2,1971,2,00
4/75,1975,4,00
2.45,1945,2,00
1959,1959,00,00
1998.03.8,1998,3,8
1969,1969,00,00
4/27,00,4,27
0/1/16,00,0,16
67/01,1967,01,00
1948,1948,00,00
11/09,00,11,09
1970,1970,00,00
1909,2009,00,00
FEBRUARY 16 86,1986,2,16
6-3,00,6,3
58/28/04,1958,4,28
1975,1975,00,00
1946 september,1946,9,00
1979,1979,00,00
ene 21 18,2018,1,21
1997 24 12,1997,12,24
79/2/05,1979,2,5
49 22 ABRIL,1949,4,22
2000    apr. 14,2000,4,14
3.9,00,3,9
5-11,00,5,11
1950,1950,00,00
90 Mars,1990,3,00
89 6,1989,6,00
Jan. 30,00,1,30
MAY 24,00,5,24
1998 09 10,1998,9,10
88-7,1988,7,00
1955Sept.15,1955,9,15
7.22.25,1925,7,22
88.04,1988,04,00
1902,2002,00,00
08/50,1950,08,00
1958,1958,00,00
73 23 FEBUARY,1973,2,00
03/84,1984,03,00
2001 8 Aug.,2001,8,8
1/25/62,1962,1,25
01 7,00,01,7
12.20.62,1962,12,20
3.26,00,3,26
09-29-11,2011,9,29
01/16,00,01,16
9 10,00,9,10
1991,1991,00,00
7-30,00,7,30
3.07,00,3,07
08/30,00,08,30
50 2 04,1950,2,4
9/13,00,9,13
46 2,1946,2,00
MAI 8a,00,9,00
01 19 8,00,01,8
1924,1924,00,00
16 dic 11,2011,12,16
06.14,00,06,14
98/17/03,1998,3,17
Nov.            25,00,11,25
04 29,00,04,29
33 01 03,1933,1,3
02/15,00,02,15
Sep 29,00,9,29
1910-31-3,1910,3,31
3-23-35,1935,3,23
7.31.02,2002,7,31
4/14/49,1949,4,14
54/20/5,1954,5,20
1.37,1937,1,00
1933.6.23,1933,6,23
11.32,1932,11,00
41.10.18,1941,10,18
5-54,1954,5,00
1957/08,1957,08,00
1979/6,1979,6,00
01/09,00,01,09
1902-11-21,1902,11,21
ABRIL 3 6,00,4,6
75-06-20,1975,6,20
10 9 82,1982,10,9
12/17/23,1923,12,17
41-19-6,1941,6,19
1927,1927,00,00
October33,00,10,00
Août 8 1992,1992,8,8
1962,1962,00,00
11.27,00,11,27
Jan.1960,1960,1,00
9.30,00,9,30
64 Août 10,1964,8,10
6 AUGUST,00,8,00
1905 9 25,1905,9,25
1945,1945,00,00
92 01,1992,01,00
12.6.60,1960,12,6
74 ene,1974,1,00
1912 Dec,1912,12,00
1937,1937,00,00
1986,1986,00,00
99 9,1999,9,00
MAI90,00,5,00
08-30-56,1956,8,30
2008 MAR,2008,3,00
35/12/26,1935,12,26
16 20 FEBUARY,00,2,20
1982 8 AUGUST,1982,8,8
1944 October,1944,10,00
1934,1934,00,00
8/03,00,8,03
9-2001,2001,9,00
FEBRUARY 03,00,2,03
1915,2015,00,00
192,1900,1,1
1981,1981,00,00
24/10/5,00,24,5
61 6,1961,6,00
26/04/31,1931,4,26
09 24 16,2016,9,24
1999,1999,00,00
1934,1934,00,00
1942,1942,00,00
58.10.27,1958,10,27
1900,2000,00,00
1942Mars11,1942,3,11
94.3.2,1994,3,2
MAR 12,00,3,12
03-9,00,03,9
1/01,00,1,01
April 11,00,4,11
64.9,1964,9,00
apr.1953,1953,4,00
06 12,00,06,12
1 20 57,1957,1,20
11 24,00,11,24
01 24 73,1973,1,24
12.14,00,12,14
8 14 1962,1962,8,14
97-17-09,1997,9,17
12/11,00,12,11
8-2005,2005,8,00
21 december 24,1924,12,21
ABRIL 16 1979,1979,4,16
07.10,00,07,10
1986,1986,00,00
1924,1924,00,00
NOVEMBER 15,00,11,15
1938,1938,00,00
Julliet 30 25,00,7,25
1916,2016,00,00
Aug. 07 4,00,8,4
11.25,00,11,25
10 04 19,1919,10,4
49 Nov.            8a,1949,11,8
ene 1997,1997,1,00
ene 30,00,1,30
1951,1951,00,00
02.1960,1960,02,00
june 30,00,6,30
72 January 27,1972,1,27
   apr. 16 44,1944,4,16
92-03,1992,03,00
1919,2019,00,00
51.4.4,1951,4,4
82/8/15,1982,8,15
1925,1925,00,00
12oct7,00,12,00
53.4.27,1953,4,27
3 1942,1942,3,00
9/1974,1974,9,00
12/21,00,12,21
88/14/11,1988,11,14
4 19,00,4,19
MAY 1934,1934,5,00
01-30,00,01,30
July 96,1996,7,00
01.6,00,01,6
1932 06 29,1932,6,29
05.10.1975,1975,5,10
1994,1994,00,00
08.2.14,2014,8,2
1937,1937,00,00
Feb 20 38,1938,2,20
78.12,1978,12,00
1975 03 13,1975,3,13
194,1900,1,1
MAY 28,00,5,28
1980,1980,00,00
11 66,1966,11,00
MAI 08 95,1995,5,8
05-20-1985,1985,5,20
96Jul,00,7,00
08.15,00,08,15
1920,1920,00,00
1991,1991,00,00
55 15 oct,1955,10,15
81FEBUARY,00,00,00
1921,1921,00,00
01 28,00,01,28
march 2 34,1934,3,2
1974,1974,00,00
1969,1969,00,00
3 15,00,3,15
1949,1949,00,00
60/9/4,1960,9,4
2000 Août,2000,00,00
67 10    apr.,1967,4,10
11.2001,2001,11,00
1986.06.23,1986,6,23
38-3-3,1938,3,3
12/9999,9899,12,00
87NOVEMBER,00,11,00
04.53,1953,04,00
09 1 1988,1988,9,1
29.18.8,2018,8,29
3-9,00,3,9
33 20 Jun,1933,6,20
15 oct 07,2007,10,15
12/13,00,12,13
1976,1976,00,00
10 14 1949,1949,10,14
5.8,00,5,8
93/6,1993,6,00
01-01-13,2013,1,1
190,1900,1,1
75-05-4,1975,5,4
1984,1984,00,00
07 2012,2012,07,00
5 17 10,2010,5,17
7-90,1990,7,00
56 11,1956,11,00
74.31.04,1974,04,00
42.11.10,1942,11,10
09/10/71,1971,9,10
1929,1929,00,00
1995-11,1995,11,00
1987,1987,00,00
2013-26-07,2013,7,26
63.6,1963,6,00
FEBUARY93,00,2,00
56 October 7,1956,10,7
1981.12,1981,12,00
dic 21 2002,2002,12,21
70 Julliet 22,1970,7,22
1933,1933,00,00
1902-10,1902,10,00
1914,2014,00,00
1915,2015,00,00
7 23 1934,1934,7,23
1970,1970,00,00
48-03,1948,03,00
04 01 74,1974,4,1
34-01-07,1934,1,7
08/1954,1954,08,00
1988 december,1988,12,00
Aug. 03 1929,1929,8,3
08/18,00,08,18
1971,1971,00,00
may 13,00,5,13
02.22.1980,1980,2,22
2001 14 7,2001,7,14
1960-2,1960,2,00
8.5,00,8,5
8.44,1944,8,00
1908 NOVEMBER 03,1908,11,3
65Août01,1965,8,1
12-1972,1972,12,00
2-18-76,1976,2,18
1937 July 08,1937,7,8
1/11/33,1933,1,11
1923,1923,00,00
14-9-30,1930,9,14
1918,2018,00,00
1982-24-09,1982,9,24
01/81,1981,01,00
October 18,00,10,18
5.09.30,1930,5,9
96 04 18,1996,4,18
66 FEBUARY         10,1966,2,10
Jun  20 3,00,6,3
FEBRUARY 9 35,1935,2,9
FEBRUARY 13 42,1942,2,13
10-18-30,1930,10,18
4.78,1978,4,00
Julliet 14 1986,1986,7,14
1934,1934,00,00
81.28.10,1981,10,28
02-03,00,02,03
1996?.3.18,1996,3,18
NOVEMBER 02 69,1969,11,2
59/7/7,1959,7,7
1928 21 Jan.,1928,1,21
199X september 13,00,9,13
11-04-21,1921,11,4
57 5 18,1957,5,18
83/7/28,1983,7,28
April 27 1928,1928,4,27
73/9/6,1973,9,6
08/4,00,08,4
12 1o 97,1997,12,1
03 07 81,1981,3,7
2006,2000,2,6
47/2,1947,2,00
23.4.1o,2018,9,12
10 1939,1939,10,00
1993,1993,00,00
1955 04 20,1955,4,20
1919 december,1919,12,00
1999 18 march,1999,3,18
8Nov.,00,11,00
35june28,1935,6,28
Août 08 88,1988,8,8
67/6,1967,6,00
2.02,00,2,02
30-09-10,2010,9,30
6.2,00,6,2
69-11-09,1969,11,9
6 29 28,1928,6,29
7/16,00,7,16
04/15,00,04,15
1901-21-3,1901,3,21
FEBUARY         12,00,2,12
37.3.01,1937,3,1
08/19/47,1947,8,19
1908,2008,00,00
MAI1934,00,5,00
72-3-14,1972,3,14
march 14 24,1924,3,14
11/21/1984,1984,11,21
88 18 02,1988,2,18
2002Jan.,00,1,00
36.8,1936,8,00
48Sep20,1948,9,20
44/03/04,1944,3,4
55 Août,1955,00,00
06 00,00,06,00
6 30,00,6,30
3.87,1987,3,00
1978,1978,00,00
1981,1981,00,00
5/05/1,00,5,1
38-09-04,1938,9,4
43Août,00,9,00
01.1,00,01,1
oct 12 2000,2000,10,12
71 3 8a,2010,9,12
8.24,00,8,24
09-5,00,09,5
1-14-67,1967,1,14
80-19-10,1980,10,19
16 21 DÉCEMBRE,1921,12,16
11-1997,1997,11,00
11 02 01,2001,11,2
01-29,00,01,29
42 26 7,1942,7,26
3-42,1942,3,00
6 12,00,6,12
1937 31 june,1937,6,00
23 7 ABRIL,00,4,7
2011FEBRUARY12,2011,2,12
1981,1981,00,00
Mars 14,00,3,14
5/20/93,1993,5,20
1-03,00,1,03
1933,1933,00,00
8-28-1982,1982,8,28
Sep 19,00,9,19
00/12/10,2000,12,10
88 31 07,1988,7,31
73 NOVEMBER 14,1973,11,14
7.2,00,7,2
Dec 06,00,12,06
1924,1924,00,00
83-9-4,1983,9,4
1/60,1960,1,00
2004/20/3,2004,3,20
88.1.3,1988,1,3
1991,1991,00,00
1960-31-11,1960,11,00
08.19.1999,1999,8,19
1952,1952,00,00
Sep 44,1944,9,00
12-04,00,12,04
12/23,00,12,23
apr.74,1974,4,00
99 Sept.,1999,9,00
1989,1989,00,00
1992,1992,00,00
75 10 NOVEMBER,1975,11,10
1969 AUGUST,1969,8,00
08 18,00,08,18
1909,2009,00,00
30 21 06,1921,6,30
02/13,00,02,13
06 3,00,06,3
53 1 18,1953,1,18
82 5 Août,1982,8,5
79 23 3,1979,3,23
1984,1984,00,00
88/12/03,1988,12,3
06-3-11,2011,6,3
1973/06,1973,06,00
1975,1975,00,00
59.11.22,1959,11,22
1905-1-11,1905,1,11
4-24,00,4,24
06-28-47,1947,6,28
96 29 October,1996,10,29
78 18 DÉCEMBRE,1978,12,18
96-08,1996,08,00
65.8.22,1965,8,22
45 MAI 25,1945,5,25
02 8a,2010,9,12
July 93,1993,7,00
1985 03 30,1985,3,30
1916,2016,00,00
1911 01,1911,01,00
4/20,00,4,20
DÉCEMBRE 1962,1962,00,00
FEBRUARY 6 02,2002,2,6
76apr.12,1976,4,12
01 1934,1934,01,00
1911,2011,00,00
2 75,1975,2,00
6.28,00,6,28
4/16/1969,1969,4,16
October 31 63,1963,10,31
12.40,1940,12,00
1967.08.05,1967,8,5
50/24/10,1950,10,24
86-01,1986,01,00
3-17-1976,1976,3,17
7.21,00,7,21
67dic,00,12,00
75 30 Mars,1975,3,30
4 05,00,4,05
Jul 20 21,1921,7,20
12/21/16,2016,12,21
december 31 96,1996,12,31
40/12/26,1940,12,26
1943,1943,00,00
3.30,00,3,30
79-18-04,1979,4,18
1922,1922,00,00
1993,1993,00,00
January 11,00,1,11
8.1961,1961,8,00
74 4,1974,4,00
05-11-95,1995,5,11
1953-29-12,1953,12,29
NOVEMBER 26 1901,1901,11,26
28 DÉCEMBRE 04,2004,12,28
1955,1955,00,00
MAY 31 64,1964,5,31
35.07,1935,07,00
march 20 54,1954,3,20
47 8 05,1947,8,5
08/26/13,2013,8,26
1902,2002,00,00
10/14,00,10,14
89/6,1989,6,00
5/77,1977,5,00
1921/09/5,1921,9,5
193,1900,1,1
January 24,00,1,24
ABRIL 54,1954,4,00
1933,1933,00,00
1918,2018,00,00
63/8,1963,8,00
1918,2018,00,00
04/25,00,04,25
03-24-9,00,03,9
06-18-1939,1939,6,18
1942 dic 9,1942,12,9
1966,1966,00,00
76Feb,00,2,00
07-27-1904,1904,7,27
07.02.56,1956,7,2
Aug. 28 1993,1993,8,28
NOVEMBER 49,1949,11,00
